City,Area,Avg_Price_per_sqft,Avg_Rent,Safety_Score,Pollution_Index,Hospital_Distance_km,School_Distance_km,Metro_Distance_km,Grocery_Distance_km,Internet_Speed_Mbps,Power_Backup,Water_Availability_Score,Lifestyle_Score,Green_Space_Score,Pollution_Index_Adjusted,Safety_Score_Adjusted,Price_Score,Pollution_Score,Hospital_Score,School_Score,Metro_Score,Grocery_Score,Location_Score
Chennai,Guindy,13910,26079,7.0,123,2.94,3.2,1.83,0.42,75,1,6.9,8.3,5.9,128,7.3,8090,122,2.06,1.7999999999999998,3.17,4.58,1645.1415000000002
Chennai,Sholinganallur,13891,40464,5.5,148,1.16,1.45,0.6,0.21,91,1,6.4,6.6,6.1,153,5.8,8109,97,3.84,3.55,4.4,4.79,1645.0620000000004
Delhi NCR,Dwarka Sec 12,13833,64710,8.6,211,3.02,3.28,2.82,0.38,103,1,8.0,6.5,5.7,231,8.2,8167,19,1.98,1.7200000000000002,2.18,4.62,1644.9250000000002
Bengaluru,BTM Layout,13901,27511,7.6,139,2.98,2.61,2.6,0.51,103,1,6.6,9.1,7.9,147,8.1,8099,103,2.02,2.39,2.4,4.49,1644.8700000000001
Bengaluru,HSR Layout,13892,36977,6.6,155,2.89,2.32,2.38,0.51,108,1,8.5,9.4,8.6,163,7.1,8108,87,2.11,2.68,2.62,4.49,1644.8350000000003
Delhi NCR,South Delhi,13933,38281,6.5,80,3.06,2.24,1.34,0.65,108,1,8.1,6.2,7.6,100,6.1,8067,150,1.94,2.76,3.66,4.35,1644.8065000000001
Bengaluru,Whitefield,13961,38525,6.7,61,1.13,3.32,1.38,0.49,113,1,6.9,9.3,7.4,69,7.2,8039,181,3.87,1.6800000000000002,3.62,4.51,1644.7020000000002
Mumbai,Andheri West,13903,53008,7.4,143,3.38,2.05,2.71,0.52,82,1,9.2,9.1,6.8,148,7.6000000000000005,8097,102,1.62,2.95,2.29,4.48,1644.5760000000002
Mumbai,Andheri West,13943,26173,7.9,90,1.41,2.37,2.62,0.71,95,1,6.1,9.4,8.3,95,8.1,8057,155,3.59,2.63,2.38,4.29,1644.5585000000003
Chennai,OMR,13955,60679,7.4,71,2.58,3.37,2.79,0.75,61,1,7.7,9.4,6.3,76,7.7,8045,174,2.42,1.63,2.21,4.25,1644.4515
Hyderabad,Secunderabad,13937,54380,8.2,95,2.63,3.26,1.83,0.78,73,1,7.0,9.0,8.8,105,8.299999999999999,8063,145,2.37,1.7400000000000002,3.17,4.22,1644.3500000000001
Mumbai,Andheri West,13941,26772,6.9,91,2.55,2.4,1.88,1.12,73,1,6.4,9.1,7.7,96,7.1000000000000005,8059,154,2.45,2.6,3.12,3.88,1644.2825
Chennai,OMR,13920,59087,9.3,131,3.29,1.07,2.02,1.06,83,1,9.3,9.1,8.6,136,9.600000000000001,8080,114,1.71,3.9299999999999997,2.98,3.94,1644.134
Delhi NCR,Saket,13839,37662,8.3,219,1.22,1.26,0.81,0.87,74,1,7.1,7.1,8.4,239,7.9,8161,11,3.7800000000000002,3.74,4.1899999999999995,4.13,1643.851
Delhi NCR,Gurgaon DLF Phase 3,13884,51393,7.5,152,3.12,1.49,1.14,0.36,76,1,6.2,6.3,7.6,172,7.1,8116,78,1.88,3.51,3.8600000000000003,4.64,1643.7835
Mumbai,Thane West,13879,57909,8.8,182,1.87,1.98,2.23,0.6,108,1,7.8,7.3,7.1,187,9.0,8121,63,3.13,3.02,2.77,4.4,1643.448
Chennai,OMR,13941,48611,5.5,86,3.22,3.26,1.25,0.48,100,1,6.4,6.2,5.5,91,5.8,8059,159,1.7799999999999998,1.7400000000000002,3.75,4.52,1643.3935000000001
Mumbai,Andheri West,13952,57891,5.7,79,1.55,1.16,2.42,0.69,107,1,6.9,7.1,6.8,84,5.9,8048,166,3.45,3.84,2.58,4.3100000000000005,1643.3020000000001
Mumbai,Andheri West,13946,42340,9.5,102,1.66,1.04,0.58,1.02,68,1,9.4,9.0,6.0,107,9.7,8054,143,3.34,3.96,4.42,3.98,1643.13
Pune,Hadapsar,13886,61063,7.4,164,3.49,3.41,2.72,0.28,68,1,7.2,7.8,9.3,179,8.0,8114,71,1.5099999999999998,1.5899999999999999,2.28,4.72,1643.0400000000004
Pune,Nigdi,13943,25074,9.1,94,1.64,2.93,2.87,0.34,77,1,8.0,7.9,8.7,109,9.7,8057,141,3.3600000000000003,2.07,2.13,4.66,1642.9580000000003
Bengaluru,BTM Layout,13883,47063,6.4,176,3.46,2.3,1.14,1.13,112,1,8.6,7.1,8.3,184,6.9,8117,66,1.54,2.7,3.8600000000000003,3.87,1642.8205
Pune,Pimple Saudagar,13892,21854,8.4,157,2.99,2.43,2.33,0.81,95,1,8.9,6.2,7.1,172,9.0,8108,78,2.01,2.57,2.67,4.1899999999999995,1642.816
Mumbai,Kandivali West,13909,54350,5.8,149,1.4,1.49,0.79,0.29,79,1,9.2,8.9,7.0,154,6.0,8091,96,3.6,3.51,4.21,4.71,1642.7795000000003
Pune,Baner,13881,52056,7.8,177,1.26,3.47,0.53,0.89,105,1,6.9,8.5,8.8,192,8.4,8119,58,3.74,1.5299999999999998,4.47,4.11,1642.7275000000002
Bengaluru,Yelahanka,13892,55550,5.8,164,3.01,2.37,1.2,0.37,93,1,6.4,8.1,8.6,172,6.3,8108,78,1.9900000000000002,2.63,3.8,4.63,1642.6075000000003
Chennai,Tambaram,13921,49704,7.8,135,1.56,1.3,2.54,0.78,108,1,8.9,6.5,9.3,140,8.1,8079,110,3.44,3.7,2.46,4.22,1642.5730000000003
Pune,Kothrud,13934,19686,9.0,108,1.13,1.49,2.21,0.78,111,1,8.6,6.2,8.0,123,9.6,8066,127,3.87,3.51,2.79,4.22,1642.5085000000001
Chennai,Guindy,13942,31532,6.0,102,1.54,2.57,1.4,0.21,64,1,8.6,6.6,7.5,107,6.3,8058,143,3.46,2.43,3.6,4.79,1642.4420000000002
Delhi NCR,Greater Noida,13934,53358,7.1,95,3.49,3.24,1.86,1.12,74,1,8.9,6.9,6.2,115,6.699999999999999,8066,135,1.5099999999999998,1.7599999999999998,3.1399999999999997,3.88,1642.1685
Mumbai,Andheri East,13944,55455,6.9,101,2.49,3.39,2.94,0.32,90,1,6.1,8.3,9.0,106,7.1000000000000005,8056,144,2.51,1.6099999999999999,2.06,4.68,1642.0539999999999
Mumbai,Borivali West,13871,54372,8.0,202,2.73,3.32,0.95,0.8,86,1,7.8,7.3,7.0,207,8.2,8129,43,2.27,1.6800000000000002,4.05,4.2,1641.6550000000002
Chennai,Perungudi,13961,48518,8.4,88,2.27,3.41,0.71,0.21,73,1,9.4,8.8,5.9,93,8.700000000000001,8039,157,2.73,1.5899999999999999,4.29,4.79,1641.5600000000002
Pune,Kharadi,13917,41253,7.1,140,2.61,2.61,1.46,0.69,63,1,9.3,9.3,8.9,155,7.699999999999999,8083,95,2.39,2.39,3.54,4.3100000000000005,1641.5445000000002
Bengaluru,Hebbal,13972,36504,6.0,66,1.96,2.35,1.51,1.08,89,1,7.0,8.5,6.9,74,6.5,8028,176,3.04,2.65,3.49,3.92,1641.19
Bengaluru,Yelahanka,13956,54589,7.9,90,1.55,2.63,2.37,0.56,102,1,6.0,7.2,8.8,98,8.4,8044,152,3.45,2.37,2.63,4.4399999999999995,1641.1335000000004
Pune,Wakad,13905,62064,5.9,153,1.69,2.47,2.26,1.18,94,1,9.1,6.8,8.9,168,6.5,8095,82,3.31,2.53,2.74,3.8200000000000003,1640.985
Mumbai,Andheri West,13863,24759,7.7,219,2.66,1.08,2.57,0.2,111,1,8.5,6.2,7.8,224,7.9,8137,26,2.34,3.92,2.43,4.8,1640.9235
Mumbai,Goregaon East,13935,28950,8.2,124,1.73,2.8,0.39,0.47,96,1,6.3,7.6,8.0,129,8.399999999999999,8065,121,3.27,2.2,4.61,4.53,1640.9164999999998
Mumbai,Powai,13955,31622,5.8,89,2.12,3.39,2.25,1.03,61,1,8.9,6.3,6.1,94,6.0,8045,156,2.88,1.6099999999999999,2.75,3.9699999999999998,1640.9065
Chennai,Porur,13934,45271,8.0,131,1.45,1.06,1.33,0.8,68,1,7.5,8.9,8.4,136,8.3,8066,114,3.55,3.94,3.67,4.2,1640.8790000000001
Hyderabad,Secunderabad,13865,33930,7.4,211,2.07,2.76,2.38,0.42,95,1,6.1,8.2,8.6,221,7.5,8135,29,2.93,2.24,2.62,4.58,1640.8054999999997
Pune,Hinjewadi,13927,27988,5.7,126,3.12,3.47,0.7,0.56,113,1,9.4,8.9,6.3,141,6.3,8073,109,1.88,1.5299999999999998,4.3,4.4399999999999995,1640.4975000000002
Chennai,Adyar,13889,52887,8.7,191,3.1,1.06,1.57,0.23,77,1,8.1,6.0,9.0,196,9.0,8111,54,1.9,3.94,3.4299999999999997,4.77,1640.431
Delhi NCR,Faridabad,13959,33389,6.1,77,2.96,1.59,2.54,1.12,103,1,7.9,6.8,9.2,97,5.699999999999999,8041,153,2.04,3.41,2.46,3.88,1640.3184999999999
Bengaluru,Marathahalli,13976,33550,7.7,63,1.87,3.48,2.33,0.78,95,1,6.1,6.5,6.7,71,8.2,8024,179,3.13,1.52,2.67,4.22,1640.2560000000003
Chennai,OMR,13954,60038,7.2,110,1.25,1.57,0.7,0.76,87,1,8.9,9.0,7.7,115,7.5,8046,135,3.75,3.4299999999999997,4.3,4.24,1640.083
Bengaluru,Marathahalli,13975,43804,7.9,71,2.63,3.07,2.06,1.2,94,1,7.8,7.7,6.8,79,8.4,8025,171,2.37,1.9300000000000002,2.94,3.8,1639.981
Pune,Viman Nagar,13883,59872,9.0,198,2.47,2.32,0.66,0.93,99,1,7.6,7.2,9.5,213,9.6,8117,37,2.53,2.68,4.34,4.07,1639.468
Pune,Viman Nagar,13980,41281,9.1,75,3.18,3.39,1.08,0.41,112,1,9.0,8.3,9.4,90,9.7,8020,160,1.8199999999999998,1.6099999999999999,3.92,4.59,1638.8909999999998
Mumbai,Andheri East,13891,63093,6.6,188,3.42,2.93,0.48,0.67,78,1,7.4,6.2,6.1,193,6.8,8109,57,1.58,2.07,4.52,4.33,1638.8500000000001
Hyderabad,Manikonda,13970,44947,8.5,92,1.96,1.04,2.45,0.21,111,1,9.0,9.1,5.9,102,8.6,8030,148,3.04,3.96,2.55,4.79,1638.501
Bengaluru,Marathahalli,13887,26524,6.4,205,3.5,1.75,2.52,0.25,74,1,9.3,8.6,8.6,213,6.9,8113,37,1.5,3.25,2.48,4.75,1638.2970000000003
Bengaluru,HSR Layout,13957,54045,8.8,113,2.8,1.55,1.31,1.06,61,1,8.3,7.7,7.7,121,9.3,8043,129,2.2,3.45,3.69,3.94,1638.192
Bengaluru,Indiranagar,13912,19284,9.4,180,2.58,3.0,0.5,0.7,102,1,9.3,9.2,6.7,188,9.9,8088,62,2.42,2.0,4.5,4.3,1637.6580000000001
Hyderabad,Gachibowli,13979,33940,8.4,81,3.25,1.16,0.73,0.34,87,1,8.4,6.1,6.7,91,8.5,8021,159,1.75,3.84,4.27,4.66,1637.653
Delhi NCR,Greater Noida,13970,60169,6.6,79,3.3,1.74,1.45,0.59,117,1,6.6,6.3,9.0,99,6.199999999999999,8030,151,1.7000000000000002,3.26,3.55,4.41,1637.613
Delhi NCR,Greater Noida,13901,41935,8.5,173,2.37,2.14,2.5,0.31,99,1,6.2,9.0,5.9,193,8.1,8099,57,2.63,2.86,2.5,4.69,1637.5520000000004
Chennai,Velachery,13908,63467,8.9,185,1.04,3.18,1.42,0.48,89,1,8.0,6.4,8.4,190,9.200000000000001,8092,60,3.96,1.8199999999999998,3.58,4.52,1637.4820000000002
Pune,Kothrud,13919,24190,7.3,154,2.49,2.17,1.03,0.79,85,1,6.6,6.4,7.0,169,7.8999999999999995,8081,81,2.51,2.83,3.9699999999999998,4.21,1637.353
Mumbai,Navi Mumbai Vashi,13971,42281,7.0,98,2.6,3.04,1.81,0.46,118,1,7.3,8.1,6.0,103,7.2,8029,147,2.4,1.96,3.19,4.54,1636.8135
Chennai,Porur,13931,52349,8.3,162,1.58,2.37,0.84,0.86,115,1,7.8,8.3,8.3,167,8.600000000000001,8069,83,3.42,2.63,4.16,4.14,1636.6525
Mumbai,Andheri West,13897,25810,7.3,207,3.05,1.79,1.98,0.45,112,1,8.8,8.5,8.2,212,7.5,8103,38,1.9500000000000002,3.21,3.02,4.55,1636.4595000000002
Hyderabad,Miyapur,13917,42778,6.9,179,1.55,1.19,0.36,0.76,115,1,8.8,7.0,9.1,189,7.0,8083,61,3.45,3.81,4.64,4.24,1636.1460000000002
Pune,Hadapsar,13981,42998,8.2,92,1.04,1.97,2.62,0.58,97,1,6.7,8.0,9.0,107,8.799999999999999,8019,143,3.96,3.0300000000000002,2.38,4.42,1635.4435000000003
Bengaluru,HSR Layout,13956,52698,7.7,130,2.76,3.15,1.31,0.6,78,1,7.0,8.0,8.8,138,8.2,8044,112,2.24,1.85,3.69,4.4,1635.4270000000001
Pune,Hadapsar,13922,52503,8.4,172,1.29,1.1,1.38,0.24,68,1,7.4,7.4,8.1,187,9.0,8078,63,3.71,3.9,3.62,4.76,1635.4235
Bengaluru,JP Nagar,14003,18077,9.5,76,3.49,1.47,2.4,0.54,99,1,8.5,9.3,9.4,84,10.0,7997,166,1.5099999999999998,3.5300000000000002,2.6,4.46,1635.4150000000002
Bengaluru,Whitefield,13967,60028,8.3,123,1.11,1.12,1.18,1.02,60,1,7.8,8.3,9.2,131,8.8,8033,119,3.8899999999999997,3.88,3.8200000000000003,3.98,1635.3105
Delhi NCR,South Delhi,13950,18867,8.2,121,2.63,3.1,2.83,0.52,84,1,6.6,8.2,6.4,141,7.799999999999999,8050,109,2.37,1.9,2.17,4.48,1635.2379999999998
Pune,Hadapsar,14005,36090,8.6,61,2.4,2.02,2.45,0.24,86,1,7.4,9.2,5.8,76,9.2,7995,174,2.6,2.98,2.55,4.76,1634.9335
Delhi NCR,Greater Noida,13954,23152,6.4,115,1.9,1.19,2.0,1.06,114,1,7.2,6.4,5.7,135,6.0,8046,115,3.1,3.81,3.0,3.94,1634.8525000000002
Hyderabad,Begumpet,13959,64484,7.1,123,1.04,3.33,0.51,0.89,91,1,6.1,6.7,7.4,133,7.199999999999999,8041,117,3.96,1.67,4.49,4.11,1634.7344999999998
Bengaluru,Whitefield,13916,29122,9.4,193,2.68,1.47,2.31,0.48,92,1,8.2,7.8,8.4,201,9.9,8084,49,2.32,3.5300000000000002,2.69,4.52,1634.6840000000002
Chennai,Porur,14001,20708,6.1,75,1.2,2.36,2.22,0.37,68,1,6.9,8.2,7.4,80,6.3999999999999995,7999,170,3.8,2.64,2.78,4.63,1634.6025000000002
Hyderabad,Kukatpally,13920,43935,5.5,174,2.8,3.46,0.42,0.78,97,1,6.3,9.4,5.7,184,5.6,8080,66,2.2,1.54,4.58,4.22,1634.531
Delhi NCR,Faridabad,13934,38991,7.0,154,2.28,2.32,1.82,0.37,104,1,7.2,8.5,7.5,174,6.6,8066,76,2.72,2.68,3.1799999999999997,4.63,1634.0315
Delhi NCR,Noida Sec 62,13924,64098,8.8,169,3.48,3.49,1.38,0.98,93,1,8.9,6.4,6.1,189,8.4,8076,61,1.52,1.5099999999999998,3.62,4.02,1633.4005
Chennai,T Nagar,13914,58715,8.3,206,1.06,3.32,2.14,0.51,110,1,8.8,8.6,6.5,211,8.600000000000001,8086,39,3.94,1.6800000000000002,2.86,4.49,1633.1205
Delhi NCR,Noida Sec 62,13890,57048,7.3,219,1.47,2.78,1.05,0.62,74,1,8.0,7.9,6.2,239,6.8999999999999995,8110,11,3.5300000000000002,2.22,3.95,4.38,1633.0120000000002
Chennai,Tambaram,13943,19255,7.0,166,1.0,1.59,2.97,0.31,89,1,8.0,6.7,8.5,171,7.3,8057,79,4.0,3.41,2.03,4.69,1632.9945
Chennai,Anna Nagar,13996,30270,9.4,98,1.82,3.38,0.37,0.58,116,1,7.4,6.1,8.8,103,9.700000000000001,8004,147,3.1799999999999997,1.62,4.63,4.42,1632.9275000000002
Pune,Aundh,13987,60951,7.9,92,2.08,2.85,2.96,0.23,84,1,7.7,6.4,5.5,107,8.5,8013,143,2.92,2.15,2.04,4.77,1632.8570000000002
Bengaluru,Marathahalli,13972,25690,8.5,125,2.24,3.09,2.82,1.03,111,1,8.1,7.4,6.7,133,9.0,8028,117,2.76,1.9100000000000001,2.18,3.9699999999999998,1632.573
Bengaluru,Indiranagar,13947,48686,9.2,169,1.36,2.03,0.44,0.31,103,1,8.2,8.5,7.9,177,9.7,8053,73,3.6399999999999997,2.97,4.56,4.69,1632.5040000000001
Mumbai,Powai,13933,26656,9.3,187,3.06,2.97,2.46,0.29,93,1,8.9,8.2,8.2,192,9.5,8067,58,1.94,2.03,2.54,4.71,1632.4830000000002
Mumbai,Andheri West,14011,58628,6.4,76,2.54,2.44,1.19,0.71,99,1,9.5,6.4,6.4,81,6.6000000000000005,7989,169,2.46,2.56,3.81,4.29,1632.3430000000003
Bengaluru,HSR Layout,13966,37156,9.3,142,1.26,1.32,1.45,0.5,115,1,8.4,7.3,7.2,150,9.8,8034,100,3.74,3.6799999999999997,3.55,4.5,1632.2955000000002
Pune,Kharadi,13984,46567,8.2,107,1.77,3.19,0.45,0.88,64,1,6.6,7.3,8.2,122,8.799999999999999,8016,128,3.23,1.81,4.55,4.12,1632.1815000000001
Chennai,T Nagar,13993,20344,5.9,103,2.7,1.97,1.82,0.81,110,1,8.8,7.0,7.7,108,6.2,8007,142,2.3,3.0300000000000002,3.1799999999999997,4.1899999999999995,1632.03
Pune,Aundh,13940,57620,6.7,159,2.51,2.83,2.97,0.58,105,1,8.3,6.1,5.9,174,7.3,8060,76,2.49,2.17,2.03,4.42,1631.9665
Delhi NCR,South Delhi,13969,38604,8.6,123,1.11,2.98,2.04,1.0,65,1,6.2,7.2,8.9,143,8.2,8031,107,3.8899999999999997,2.02,2.96,4.0,1631.8055
Hyderabad,Gachibowli,13965,47864,9.2,142,3.34,2.77,2.58,0.43,60,1,9.4,7.2,7.0,152,9.299999999999999,8035,98,1.6600000000000001,2.23,2.42,4.57,1631.5570000000002
Bengaluru,BTM Layout,13925,22517,9.1,202,2.66,3.18,2.75,0.91,71,1,7.9,9.3,9.1,210,9.6,8075,40,2.34,1.8199999999999998,2.25,4.09,1631.5500000000002
Mumbai,Kandivali West,14018,53388,6.5,68,3.21,2.01,2.45,0.83,113,1,6.4,6.2,8.0,73,6.7,7982,177,1.79,2.99,2.55,4.17,1631.5
Pune,Viman Nagar,13923,54039,7.4,194,2.6,1.36,0.9,0.27,89,1,7.6,8.2,6.9,209,8.0,8077,41,2.4,3.6399999999999997,4.1,4.73,1631.4555
Delhi NCR,Gurgaon DLF Phase 3,13904,54087,8.4,214,2.63,2.23,2.56,0.91,105,1,8.4,7.8,7.6,234,8.0,8096,16,2.37,2.77,2.44,4.09,1631.3005000000003
Chennai,Anna Nagar,13975,34616,8.0,135,1.17,3.32,2.63,0.5,98,1,8.5,8.0,6.9,140,8.3,8025,110,3.83,1.6800000000000002,2.37,4.5,1631.282
Chennai,Perungudi,13995,26414,5.8,106,2.42,1.55,1.49,0.65,103,1,7.7,9.2,5.9,111,6.1,8005,139,2.58,3.45,3.51,4.35,1631.1585
Pune,Hadapsar,13930,50092,7.0,185,1.84,3.38,0.92,0.2,66,1,6.9,8.4,7.3,200,7.6,8070,50,3.16,1.62,4.08,4.8,1631.0990000000002
Mumbai,Andheri East,13970,47462,7.5,145,2.79,3.15,0.37,1.02,70,1,8.9,7.4,8.5,150,7.7,8030,100,2.21,1.85,4.63,3.98,1631.0255
Hyderabad,Jubilee Hills,13984,40842,8.0,124,1.68,3.03,2.78,0.85,104,1,9.0,8.5,5.6,134,8.1,8016,116,3.3200000000000003,1.9700000000000002,2.22,4.15,1630.1490000000001
Bengaluru,BTM Layout,13917,50211,7.1,213,2.2,1.67,1.22,0.53,119,1,6.1,7.5,6.9,221,7.6,8083,29,2.8,3.33,3.7800000000000002,4.47,1630.132
Bengaluru,Marathahalli,13937,25332,6.5,194,1.06,2.26,0.54,0.29,70,1,6.4,9.0,9.3,202,7.0,8063,48,3.94,2.74,4.46,4.71,1630.1025000000002
Hyderabad,Jubilee Hills,13961,50713,8.9,152,2.82,1.01,2.15,0.88,86,1,6.2,7.0,6.2,162,9.0,8039,88,2.18,3.99,2.85,4.12,1630.0710000000001
Hyderabad,Banjara Hills,13926,29891,9.5,207,2.92,2.43,2.68,0.8,78,1,8.4,9.4,6.5,217,9.6,8074,33,2.08,2.57,2.32,4.2,1629.9005000000002
Pune,Wakad,14024,41343,7.6,73,3.17,1.1,1.45,1.05,80,1,9.3,6.8,8.8,88,8.2,7976,162,1.83,3.9,3.55,3.95,1629.7595
Mumbai,Kandivali West,13943,27940,5.9,178,3.49,2.24,1.47,1.03,116,1,6.5,6.3,6.7,183,6.1000000000000005,8057,67,1.5099999999999998,2.76,3.5300000000000002,3.9699999999999998,1629.6155
Mumbai,Borivali West,14007,36904,8.0,101,2.03,2.15,1.17,0.41,118,1,6.0,6.9,7.1,106,8.2,7993,144,2.97,2.85,3.83,4.59,1629.3860000000002
Bengaluru,Hebbal,13931,40954,6.2,199,3.09,1.58,2.27,0.61,93,1,7.2,6.4,8.2,207,6.7,8069,43,1.9100000000000001,3.42,2.73,4.39,1629.2425000000003
Mumbai,Goregaon East,13996,24675,6.4,116,2.87,2.85,1.34,0.81,63,1,6.4,8.6,7.2,121,6.6000000000000005,8004,129,2.13,2.15,3.66,4.1899999999999995,1629.1695000000002
Mumbai,Thane West,14029,45567,6.5,80,1.92,3.07,0.48,1.01,78,1,8.7,9.2,8.1,85,6.7,7971,165,3.08,1.9300000000000002,4.52,3.99,1629.153
Pune,Nigdi,13923,22930,9.2,206,3.14,1.58,2.59,0.34,114,1,6.2,6.4,7.6,221,9.799999999999999,8077,29,1.8599999999999999,3.42,2.41,4.66,1629.1025
Mumbai,Andheri West,13970,38840,7.0,154,2.11,2.65,0.55,0.71,74,1,7.4,7.1,6.9,159,7.2,8030,91,2.89,2.35,4.45,4.29,1628.897
Pune,Kharadi,13978,46883,6.3,140,2.56,1.1,1.81,0.57,66,1,8.4,8.2,8.6,155,6.8999999999999995,8022,95,2.44,3.9,3.19,4.43,1628.769
Hyderabad,HITEC City,14041,29737,6.0,61,1.53,1.56,2.77,0.85,91,1,7.1,9.5,9.4,71,6.1,7959,179,3.4699999999999998,3.44,2.23,4.15,1628.6685000000002
Bengaluru,Hebbal,13963,36877,8.7,167,1.98,1.34,0.56,0.72,83,1,6.7,9.0,5.8,175,9.2,8037,75,3.02,3.66,4.4399999999999995,4.28,1628.635
Mumbai,Navi Mumbai Vashi,14020,49743,8.1,98,2.1,1.47,1.33,0.34,115,1,8.3,7.2,9.4,103,8.299999999999999,7980,147,2.9,3.5300000000000002,3.67,4.66,1628.5639999999999
Hyderabad,Secunderabad,14012,45736,7.9,101,1.65,1.57,0.79,1.12,74,1,8.6,6.7,6.9,111,8.0,7988,139,3.35,3.4299999999999997,4.21,3.88,1628.2305
Bengaluru,HSR Layout,14013,20738,5.9,104,3.0,1.17,0.87,0.35,81,1,8.5,8.3,8.5,112,6.4,7987,138,2.0,3.83,4.13,4.65,1628.2165
Chennai,OMR,13948,19610,9.5,193,1.24,3.21,2.72,0.31,85,1,6.9,8.6,6.5,198,9.8,8052,52,3.76,1.79,2.28,4.69,1628.028
Delhi NCR,Dwarka Sec 12,13933,44307,8.7,203,1.1,1.72,1.86,0.7,93,1,7.7,9.5,8.0,223,8.299999999999999,8067,27,3.9,3.2800000000000002,3.1399999999999997,4.3,1628.018
Delhi NCR,South Delhi,13961,50637,6.0,152,1.41,3.27,1.42,0.44,61,1,6.8,6.0,7.3,172,5.6,8039,78,3.59,1.73,3.58,4.56,1627.9440000000002
Mumbai,Andheri East,13981,58355,5.7,148,3.37,1.62,0.36,0.69,65,1,7.3,8.8,7.2,153,5.9,8019,97,1.63,3.38,4.64,4.3100000000000005,1627.7440000000004
Chennai,Anna Nagar,13946,48548,6.4,190,1.2,3.27,0.63,0.93,110,1,6.6,6.1,6.7,195,6.7,8054,55,3.8,1.73,4.37,4.07,1627.6705
Chennai,Tambaram,13948,50229,7.2,190,2.95,1.51,2.35,0.83,97,1,7.1,7.4,6.6,195,7.5,8052,55,2.05,3.49,2.65,4.17,1627.6540000000002
Chennai,Velachery,13946,59261,9.1,203,2.16,1.15,1.04,0.43,112,1,8.0,9.1,6.4,208,9.4,8054,42,2.84,3.85,3.96,4.57,1627.6080000000002
Pune,Kothrud,13949,37016,9.1,192,2.27,2.92,0.52,0.22,65,1,9.2,8.2,7.3,207,9.7,8051,43,2.73,2.08,4.48,4.78,1627.3605
Pune,Kothrud,13948,37791,8.9,190,3.47,3.12,2.33,0.34,114,1,7.7,9.1,8.0,205,9.5,8052,45,1.5299999999999998,1.88,2.67,4.66,1627.3360000000002
Hyderabad,Banjara Hills,13991,62386,7.2,127,3.06,3.44,2.03,0.78,79,1,8.5,6.0,6.1,137,7.3,8009,113,1.94,1.56,2.97,4.22,1627.3285000000003
Mumbai,Borivali West,13952,22740,7.2,191,1.89,2.08,1.19,0.64,105,1,7.4,7.0,8.0,196,7.4,8048,54,3.1100000000000003,2.92,3.81,4.36,1627.2800000000002
Chennai,Porur,14033,55342,7.3,80,2.99,3.35,2.99,0.21,94,1,7.7,6.8,7.6,85,7.6,7967,165,2.01,1.65,2.01,4.79,1627.1440000000002
Pune,Aundh,14029,42999,5.5,82,1.35,1.31,1.19,0.99,80,1,7.7,7.4,9.3,97,6.1,7971,153,3.65,3.69,3.81,4.01,1627.0489999999998
Mumbai,Thane West,13962,25988,5.9,179,2.52,2.18,1.05,0.6,77,1,6.8,6.8,9.0,184,6.1000000000000005,8038,66,2.48,2.82,3.95,4.4,1626.7225
Pune,Viman Nagar,14029,46591,9.3,94,1.94,2.38,0.74,0.98,96,1,9.4,9.3,7.5,109,9.9,7971,141,3.06,2.62,4.26,4.02,1626.469
Bengaluru,Electronic City,14050,40906,6.5,65,3.37,1.56,2.0,0.64,104,1,7.6,7.7,8.6,73,7.0,7950,177,1.63,3.44,3.0,4.36,1626.1394999999998
Pune,Nigdi,13941,30438,7.5,203,1.68,2.07,1.47,1.01,69,1,6.7,6.6,8.4,218,8.1,8059,32,3.3200000000000003,2.93,3.5300000000000002,3.99,1626.1155
Bengaluru,Whitefield,13997,52417,8.5,139,2.4,2.08,1.49,1.14,119,1,7.8,7.6,8.1,147,9.0,8003,103,2.6,2.92,3.51,3.8600000000000003,1626.1085000000003
Hyderabad,Gachibowli,13993,55218,7.5,138,1.19,2.65,2.77,0.2,62,1,7.2,8.9,5.9,148,7.6,8007,102,3.81,2.35,2.23,4.8,1626.0785
Mumbai,Goregaon East,13987,57881,7.1,149,1.43,2.54,2.59,0.89,116,1,7.5,6.9,6.4,154,7.3,8013,96,3.5700000000000003,2.46,2.41,4.11,1625.9075
Delhi NCR,Greater Noida,14037,21911,8.6,75,2.66,1.19,2.82,0.8,71,1,8.4,6.5,8.2,95,8.2,7963,155,2.34,3.81,2.18,4.2,1625.5545000000002
Hyderabad,Jubilee Hills,13966,45060,9.1,177,2.95,2.33,0.66,0.4,95,1,7.0,6.6,6.0,187,9.2,8034,63,2.05,2.67,4.34,4.6,1625.4990000000003
Mumbai,Powai,13976,58755,7.6,165,3.48,2.05,0.75,0.49,77,1,6.0,7.2,5.8,170,7.8,8024,80,1.52,2.95,4.25,4.51,1625.4845000000003
Hyderabad,HITEC City,13961,38038,7.6,191,2.99,1.33,2.92,1.07,101,1,8.0,8.4,9.3,201,7.699999999999999,8039,49,2.01,3.67,2.08,3.9299999999999997,1625.2535000000003
Delhi NCR,Saket,14023,29007,9.4,100,1.65,2.09,2.14,0.96,66,1,8.5,8.2,6.8,120,9.0,7977,130,3.35,2.91,2.86,4.04,1624.999
